ISBN-10,Title of the Book,Author/s,Book type,Original Price (RRP),Discounted price,Published Date,Publisher,No. of Pages,Product URL
9.78E+12,A Short History of Europe,Simon Jenkins,ePUB,$15.99,$15.99,08-11-2018,Penguin Books Ltd,400,https://www.booktopia.com.au/a-short-history-of-europe-simon-jenkins/ebook/9780241352533.html
9.78E+12,Arnhem,Antony Beevor,ePUB,$14.99,$14.99,17-05-2018,Penguin Books Ltd,496,https://www.booktopia.com.au/arnhem-antony-beevor/ebook/9780141941295.html
9.78E+12,There Is No Planet B,Mike Berners-Lee,PDF,$18.95,$18.95,28-02-2019,Cambridge University Press,0,https://www.booktopia.com.au/there-is-no-planet-b-mike-berners-lee/ebook/9781108337519.html
9.78E+12,Paradise Lodge,Nina Stibbe,ePUB,$15.99,$15.99,02-06-2016,Penguin Books Ltd,320,https://www.booktopia.com.au/paradise-lodge-nina-stibbe/ebook/9780241974933.html
9.78E+12,Strumpet City,James Plunkett,ePUB,$8.99,$8.99,22-02-2013,Gill Books,560,https://www.booktopia.com.au/strumpet-city-james-plunkett/ebook/9780717155651.html
9.78E+12,"I've Been Killing Slimes for 300 Years and Maxed Out My Level, Vol. 1",Kisetsu Morita; Benio,ePUB,$17.6,$16.99,24-04-2018,Yen Press,,https://www.booktopia.com.au/i-ve-been-killing-slimes-for-300-years-and-maxed-out-my-level-vol-1-kisetsu-morita/ebook/9780316448284.html
9.78E+12,Mr Loverman,Bernardine Evaristo,ePUB,$15.99,$15.99,29-08-2013,Penguin Books Ltd,288,https://www.booktopia.com.au/mr-loverman-bernardine-evaristo/ebook/9780241963913.html
9.78E+12,The Bridge at Remagen,Ken Hechler,ePUB,$10.27,$9.99,25-03-2009,Random House Publishing Group,,https://www.booktopia.com.au/the-bridge-at-remagen-ken-hechler/ebook/9780307514929.html
9.78E+12,A Perfect Spy,John le Carr?,ePUB,$15.99,$15.99,27-09-2018,Penguin Books Ltd,688,https://www.booktopia.com.au/a-perfect-spy-john-le-carr-/ebook/9780241322499.html
9.78E+12,Blood Song,Anthony Ryan,ePUB,$12.99,$12.99,11-04-2013,"Little, Brown Book Group",592,https://www.booktopia.com.au/blood-song-anthony-ryan/ebook/9781405525961.html
9.78E+12,The Eagle and the Wolves (Eagles of the Empire 4),Simon Scarrow,ePUB,$12.99,$12.99,04-09-2008,Headline,448,https://www.booktopia.com.au/the-eagle-and-the-wolves-eagles-of-the-empire-4--simon-scarrow/ebook/9780755350858.html
9.78E+12,Excession,Iain M. Banks,ePUB,$12.99,$12.99,04-09-2008,"Little, Brown Book Group",464,https://www.booktopia.com.au/excession-iain-m-banks/ebook/9780748110001.html
9.78E+12,Brothers York,Thomas Penn,ePUB,$19.99,$19.99,03-10-2019,Penguin Books Ltd,640,https://www.booktopia.com.au/brothers-york-thomas-penn/ebook/9780718197292.html
9.78E+12,The Secret Diary of Adrian Mole Aged 13 ?,Sue Townsend,ePUB,$9.99,$9.99,05-11-2009,Penguin Random House Children's UK,272,https://www.booktopia.com.au/the-secret-diary-of-adrian-mole-aged-13--sue-townsend/ebook/9780141962900.html
9.78E+12,The Girl On Legare Street,Karen White,ePUB,$10.27,$9.99,03-11-2009,Penguin Publishing Group,,https://www.booktopia.com.au/the-girl-on-legare-street-karen-white/ebook/9781101155646.html
9.78E+12,The Summer Queen,Elizabeth Chadwick,ePUB,$12.99,$12.99,20-06-2013,"Little, Brown Book Group",496,https://www.booktopia.com.au/the-summer-queen-elizabeth-chadwick/ebook/9780748133833.html
9.78E+12,Hellion,Karen Lynch,ePUB,$6.87,$6.87,08-01-2019,Karen Lynch,,https://www.booktopia.com.au/hellion-karen-lynch/ebook/9781370046782.html
9.78E+12,You Can't Hide (The Chicago Series Book 4),Karen Rose,Paperback,$26.4,$26.4,02-07-2015,Headline Publishing Group,448,https://www.booktopia.com.au/you-can-t-hide-the-chicago-series-book-4--karen-rose/book/9780755384839.html
9.78E+12,Our Man in Charleston,Christopher Dickey,ePUB,$23.99,$19.99,21-07-2015,Crown,,https://www.booktopia.com.au/our-man-in-charleston-christopher-dickey/ebook/9780307887290.html
9.78E+12,Postmortem,Patricia Cornwell,ePUB,$12.99,$12.99,04-09-2008,"Little, Brown Book Group",416,https://www.booktopia.com.au/postmortem-patricia-cornwell/ebook/9780748109500.html
9.78E+12,Hardwired,Meredith Wild,Paperback,$22.17,$21.75,24-01-2015,WATERHOUSE PR                 ,288,https://www.booktopia.com.au/hardwired-meredith-wild/book/9780989768412.html
9.78E+12,One Of Us Is Next,Karen M. McManus,ePUB,$9.99,$9.99,09-01-2020,Penguin Random House Children's UK,308,https://www.booktopia.com.au/one-of-us-is-next-karen-m-mcmanus/ebook/9780241376935.html
9.78E+12,The Blind Assassin,Margaret Atwood,ePUB,$11.99,$11.99,03-09-2009,"Little, Brown Book Group",656,https://www.booktopia.com.au/the-blind-assassin-margaret-atwood/ebook/9780748113347.html
9.78E+12,Alaska,James A. Michener; Steve Berry,ePUB,$5.99,$5.99,17-12-2013,Random House Publishing Group,,https://www.booktopia.com.au/alaska-james-a-michener/ebook/9780804151429.html
9.78E+12,Solo,Jill Mansell,ePUB,$11.99,$11.99,10-02-2008,Headline,300,https://www.booktopia.com.au/solo-jill-mansell/ebook/9780755351879.html
9.78E+12,The Hand That First Held Mine,Maggie O'Farrell,ePUB,$11.99,$11.99,29-04-2010,Headline,352,https://www.booktopia.com.au/the-hand-that-first-held-mine-maggie-o-farrell/ebook/9780755373277.html
9.78E+12,The Body Farm,Patricia Cornwell,ePUB,$11.99,$11.99,04-09-2008,"Little, Brown Book Group",400,https://www.booktopia.com.au/the-body-farm-patricia-cornwell/ebook/9780748109586.html
9.78E+12,Welcome To Rosie Hopkins' Sweetshop Of Dreams,Jenny Colgan,ePUB,$12.99,$12.99,29-03-2012,"Little, Brown Book Group",400,https://www.booktopia.com.au/welcome-to-rosie-hopkins-sweetshop-of-dreams-jenny-colgan/ebook/9780748121960.html
9.78E+12,The Firm,John Grisham,ePUB,$15.99,$15.99,21-04-2010,Random House,496,https://www.booktopia.com.au/the-firm-john-grisham/ebook/9781407059044.html
9.78E+12,The Eagle In The Sand (Eagles of the Empire 7),Simon Scarrow,ePUB,$12.99,$12.99,04-09-2008,Headline,448,https://www.booktopia.com.au/the-eagle-in-the-sand-eagles-of-the-empire-7--simon-scarrow/ebook/9780755350803.html
9.78E+12,Raise the Titanic,Clive Cussler,ePUB,$11.99,$11.99,17-09-2009,"Little, Brown Book Group",320,https://www.booktopia.com.au/raise-the-titanic-clive-cussler/ebook/9780748114337.html
9.78E+12,"Change Your Thoughts, Change Your Life",Dr. Wayne W. Dyer,ePUB,$19.06,$15.99,31-07-2007,Hay House,395,https://www.booktopia.com.au/change-your-thoughts-change-your-life-dr-wayne-w-dyer/ebook/9781401920524.html
9.78E+12,Last Chance Saloon,Marian Keyes,ePUB,$15.99,$15.99,07-07-2005,Penguin Books Ltd,608,https://www.booktopia.com.au/last-chance-saloon-marian-keyes/ebook/9780141909820.html
9.78E+12,The First Fifteen Lives of Harry August,Claire North,ePUB,$11.99,$11.99,08-04-2014,"Little, Brown Book Group",416,https://www.booktopia.com.au/the-first-fifteen-lives-of-harry-august-claire-north/ebook/9781405528252.html
9.78E+12,The Sword Of Shannara,Terry Brooks,ePUB,$12.99,$12.99,23-02-2012,"Little, Brown Book Group",672,https://www.booktopia.com.au/the-sword-of-shannara-terry-brooks/ebook/9781405515665.html
9.78E+12,The Dollhouse,Fiona Davis,ePUB,$23.99,$19.99,23-08-2016,Penguin Publishing Group,,https://www.booktopia.com.au/the-dollhouse-fiona-davis/ebook/9781101985007.html
9.78E+12,The Leadership Challenge,James M. Kouzes; Barry Z. Posner,ePUB,$41.79,$41.79,30-03-2017,Wiley Professional Development (P&T),0,https://www.booktopia.com.au/the-leadership-challenge-james-m-kouzes/ebook/9781119278979.html
9.78E+12,A Pound Of Flesh,Alex Gray,ePUB,$12.99,$12.99,01-03-2012,"Little, Brown Book Group",352,https://www.booktopia.com.au/a-pound-of-flesh-alex-gray/ebook/9780748117383.html
9.78E+12,The Screwtape Letters: Letters From A Senior To A Junior Devil,C. S. Lewis,Paperback,$19.99,$18.25,01-07-2012,HarperCollins Publishers,224,https://www.booktopia.com.au/the-screwtape-letters-letters-from-a-senior-to-a-junior-devil-c-s-lewis/book/9780007461240.html
9.78E+12,Star Trek,Diane Duane,ePUB,$5.99,$5.99,03-12-2001,Pocket Books/Star Trek,256,https://www.booktopia.com.au/star-trek-diane-duane/ebook/9780743422277.html
9.78E+12,Familiar Stranger,Stuart Hall,ePUB,$15.99,$15.99,06-04-2017,Penguin Books Ltd,256,https://www.booktopia.com.au/familiar-stranger-stuart-hall/ebook/9780241290002.html
9.78E+12,Across the Seas,Griff Hosker,ePUB,$9.19,$9.19,04-03-2019,Griff Hosker,,https://www.booktopia.com.au/across-the-seas-griff-hosker/ebook/9780463983096.html
9.78E+12,American Royals,Katharine McGee,ePUB,$9.99,$9.99,01-09-2019,Penguin Random House Children's UK,368,https://www.booktopia.com.au/american-royals-katharine-mcgee/ebook/9780241365984.html
9.78E+12,Book Not Found,,,,,,,,
9.78E+12,Homage to Catalonia,George Orwell,ePUB,$15.99,$15.99,05-06-2003,Penguin Books Ltd,272,https://www.booktopia.com.au/homage-to-catalonia-george-orwell/ebook/9780141911717.html
9.78E+12,The Twits,Roald Dahl; Quentin Blake,ePUB,$9.99,$9.99,06-09-2007,Penguin Random House Children's UK,112,https://www.booktopia.com.au/the-twits-roald-dahl/ebook/9780141930169.html
9.78E+12,Book Not Found,,,,,,,,
9.78E+12,The Great Hunt,Robert Jordan,ePUB,$11.99,$11.99,17-11-2009,"Little, Brown Book Group",736,https://www.booktopia.com.au/the-great-hunt-robert-jordan/ebook/9780748115358.html
9.78E+12,Magnus Chase and the Sword of Summer (Book 1),Rick Riordan,ePUB,$9.99,$9.99,06-10-2015,Penguin Random House Children's UK,528,https://www.booktopia.com.au/magnus-chase-and-the-sword-of-summer-book-1--rick-riordan/ebook/9780141342436.html
9.78E+12,Boy,Roald Dahl; Quentin Blake,ePUB,$9.99,$9.99,04-09-2008,Penguin Random House Children's UK,192,https://www.booktopia.com.au/boy-roald-dahl/ebook/9780141903125.html
9.78E+12,Angels,Marian Keyes,ePUB,$15.99,$15.99,31-03-2005,Penguin Books Ltd,496,https://www.booktopia.com.au/angels-marian-keyes/ebook/9780141928685.html
9.78E+12,The Lost (Paula Maguire 1),Claire McGowan,ePUB,$11.99,$11.99,11-04-2013,Headline,305,https://www.booktopia.com.au/the-lost-paula-maguire-1--claire-mcgowan/ebook/9780755386390.html
9.78076E+12,Stardust,Neil Gaiman,Paperback,$22.99,$20.4,01-05-1999,Headline,214,https://www.booktopia.com.au/stardust-neil-gaiman/book/9780755322824.html
9.78014E+12,The Boundless Sea,David Abulafia,ePUB,$19.99,$19.99,03-10-2019,Penguin Books Ltd,512,https://www.booktopia.com.au/the-boundless-sea-david-abulafia/ebook/9780141972091.html
9.78014E+12,The Lady in the Lake and Other Novels,Raymond Chandler,ePUB,$16.99,$16.99,07-06-2001,Penguin Books Ltd,608,https://www.booktopia.com.au/the-lady-in-the-lake-and-other-novels-raymond-chandler/ebook/9780141190761.html
9.78014E+12,Blue Monday,Nicci French,ePUB,$15.99,$15.99,23-06-2011,Penguin Books Ltd,432,https://www.booktopia.com.au/blue-monday-nicci-french/ebook/9780141970257.html
9.78086E+12,Masters of Rome,Robert Fabbri,ePUB,$9.49,$8.99,07-08-2014,Corvus,300,https://www.booktopia.com.au/masters-of-rome-robert-fabbri/ebook/9780857899644.html
9.78075E+12,Book Not Found,,,,,,,,
9.78137E+12,Book Not Found,,,,,,,,
9.78032E+12,Our Band Could Be Your Life,Michael Azerrad,ePUB,$25.99,$25.99,01-12-2012,"Little, Brown and Company",528,https://www.booktopia.com.au/our-band-could-be-your-life-michael-azerrad/ebook/9780316247184.html
9.78014E+12,Book Not Found,,,,,,,,
9.78014E+12,Any Human Heart,William Boyd,ePUB,$15.99,$15.99,06-03-2003,Penguin Books Ltd,512,https://www.booktopia.com.au/any-human-heart-william-boyd/ebook/9780141925325.html
9.78014E+12,Crime and Punishment,Fyodor Dostoevsky; Oliver Ready,ePUB,$10.99,$10.99,27-02-2014,Penguin Books Ltd,720,https://www.booktopia.com.au/crime-and-punishment-fyodor-dostoevsky/ebook/9780141956961.html
9.78006E+12,Book Not Found,,,,,,,,
9.78006E+12,Hunger,Michael Grant,ePUB,$13.99,$13.99,26-05-2009,HarperCollins,608,https://www.booktopia.com.au/hunger-michael-grant/ebook/9780061911491.html
9.78137E+12,Book Not Found,,,,,,,,
9.78006E+12,Book Not Found,,,,,,,,
9.78024E+12,The Catcher in the Rye,J. D. Salinger,ePUB,$15.99,$15.99,13-08-2019,Penguin Books Ltd,240,https://www.booktopia.com.au/the-catcher-in-the-rye-j-d-salinger/ebook/9780241988794.html
9.78075E+12,Bloodline,Mark Billingham,ePUB,$12.99,$12.99,06-08-2009,"Little, Brown Book Group",352,https://www.booktopia.com.au/bloodline-mark-billingham/ebook/9780748111466.html
9.78014E+12,The Rule of Law,Rt Hon Lord Bingham of Cornhill KG PC FBA Tom Bingham,ePUB,$15.99,$15.99,07-07-2011,Penguin Books Ltd,224,https://www.booktopia.com.au/the-rule-of-law-rt-hon-lord-bingham-of-cornhill-kg-pc-fba-tom-bingham/ebook/9780141962016.html
9.78033E+12,Book Not Found,,,,,,,,
9.78014E+12,A Moment of War,Laurie Lee,ePUB,$15.99,$15.99,01-01-2000,Penguin Books Ltd,192,https://www.booktopia.com.au/a-moment-of-war-laurie-lee/ebook/9780141929552.html
9.78057E+12,March of the Lemmings,Stewart Lee,ePUB,$18.69,$15.99,03-09-2019,Faber & Faber,324,https://www.booktopia.com.au/march-of-the-lemmings-stewart-lee/ebook/9780571357048.html
9.78074E+12,Path of the Assassin,Brad Thor,ePUB,$9.99,$9.99,15-04-2003,Atria Books,384,https://www.booktopia.com.au/path-of-the-assassin-brad-thor/ebook/9780743483308.html
9.78086E+12,The Case of the Missing Boyfriend,Nick Alexander,ePUB,$5.99,$5.99,01-08-2011,Corvus,200,https://www.booktopia.com.au/the-case-of-the-missing-boyfriend-nick-alexander/ebook/9780857896315.html
9.78141E+12,The Collector,Nora Roberts,ePUB,$11.99,$11.99,15-04-2014,"Little, Brown Book Group",496,https://www.booktopia.com.au/the-collector-nora-roberts/ebook/9781405522779.html
9.78125E+12,The Deceivers,Kristen Simmons,ePUB,$14.95,$11.99,05-02-2019,Tor Publishing Group,,https://www.booktopia.com.au/the-deceivers-kristen-simmons/ebook/9781250175816.html
9.78074E+12,Profit First,Mike Michalowicz,ePUB,$29.14,$23.99,18-01-2017,Penguin Publishing Group,,https://www.booktopia.com.au/profit-first-mike-michalowicz/ebook/9780735214163.html
9.78075E+12,Matter,Iain M. Banks,ePUB,$12.99,$12.99,04-09-2008,"Little, Brown Book Group",608,https://www.booktopia.com.au/matter-iain-m-banks/ebook/9780748110049.html
9.78014E+12,If Beale Street Could Talk,James Baldwin,ePUB,$15.99,$15.99,01-01-2000,Penguin Books Ltd,240,https://www.booktopia.com.au/if-beale-street-could-talk-james-baldwin/ebook/9780141963792.html
9.78031E+12,Caves of Steel,Isaac Asimov,ePUB,$13.19,$10.99,13-04-2011,Random House Publishing Group,,https://www.booktopia.com.au/caves-of-steel-isaac-asimov/ebook/9780307792419.html
9.78024E+12,Everything is Figureoutable,Marie Forleo,ePUB,$4.99,$4.99,12-09-2019,Penguin Books Ltd,240,https://www.booktopia.com.au/everything-is-figureoutable-marie-forleo/ebook/9780241341049.html
9.78141E+12,The Glass Woman,Caroline Lea,ePUB,$15.99,$15.99,07-02-2019,Penguin Books Ltd,464,https://www.booktopia.com.au/the-glass-woman-caroline-lea/ebook/9781405934633.html
9.78049E+12,The Elements of Style,William Strunk Jr.,ePUB,$5.8,$5.8,07-03-2012,Dover Publications,64,https://www.booktopia.com.au/the-elements-of-style-william-strunk-jr-/ebook/9780486113708.html
9.78036E+12,The Labyrinth Index,Charles Stross,ePUB,$12.99,$12.99,30-10-2018,"Little, Brown Book Group",368,https://www.booktopia.com.au/the-labyrinth-index-charles-stross/ebook/9780356511078.html
9.78075E+12,Billy Connolly's Tracks Across America,Billy Connolly,ePUB,$19.99,$19.99,31-03-2016,"Little, Brown Book Group",288,https://www.booktopia.com.au/billy-connolly-s-tracks-across-america-billy-connolly/ebook/9780751564150.html
9.78076E+12,Book Not Found,,,,,,,,
9.78131E+12,Book Not Found,,,,,,,,
9.78075E+12,Me Talk Pretty One Day,David Sedaris,ePUB,$12.99,$12.99,05-08-2010,"Little, Brown Book Group",288,https://www.booktopia.com.au/me-talk-pretty-one-day-david-sedaris/ebook/9780748123032.html
9.78033E+12,Book Not Found,,,,,,,,
9.78141E+12,The Bones Beneath,Mark Billingham,ePUB,$11.99,$11.99,22-05-2014,"Little, Brown Book Group",400,https://www.booktopia.com.au/the-bones-beneath-mark-billingham/ebook/9781405527583.html
9.78024E+12,Brain Freeze,Tom Fletcher,ePUB,$1.99,$1.99,22-02-2018,Penguin Random House Children's UK,112,https://www.booktopia.com.au/brain-freeze-tom-fletcher/ebook/9780241334225.html
9.78006E+12,Mere Christianity,C. S. Lewis,ePUB,$5.99,$5.99,02-06-2009,HarperCollins,256,https://www.booktopia.com.au/mere-christianity-c-s-lewis/ebook/9780061947438.html
9.78001E+12,A Winter's Tale,Trisha Ashley,ePUB,$9.99,$9.99,29-05-2009,HarperCollins Publishers,416,https://www.booktopia.com.au/a-winter-s-tale-trisha-ashley/ebook/9780007328918.html
9.78141E+12,A Mother's Courage,Dilly Court,ePUB,$15.99,$15.99,04-09-2008,Random House,544,https://www.booktopia.com.au/a-mother-s-courage-dilly-court/ebook/9781407004563.html
9.78076E+12,One Cretan Evening and Other Stories,Victoria Hislop,ePUB,$3.99,$3.99,15-09-2011,Headline,72,https://www.booktopia.com.au/one-cretan-evening-and-other-stories-victoria-hislop/ebook/9780755389506.html
9.7803E+12,The Hairy Bikers' 12 Days of Christmas,Hairy Bikers,ePUB,$19.99,$19.99,02-12-2010,Orion,224,https://www.booktopia.com.au/the-hairy-bikers-12-days-of-christmas-hairy-bikers/ebook/9780297864547.html
9.78075E+12,Quite Ugly One Morning,Christopher Brookmyre,ePUB,$11.99,$11.99,16-06-2011,"Little, Brown Book Group",320,https://www.booktopia.com.au/quite-ugly-one-morning-christopher-brookmyre/ebook/9780748132034.html
9.78075E+12,Immortal in Death,J.D. Robb,ePUB,$11.99,$11.99,07-10-2010,"Little, Brown Book Group",352,https://www.booktopia.com.au/immortal-in-death-j-d-robb/ebook/9780748121779.html
9.78032E+12,Book Not Found,,,,,,,,
9.78024E+12,The Tea Planter's Wife,Dinah Jefferies,ePUB,$15.99,$15.99,03-09-2015,Penguin Books Ltd,386,https://www.booktopia.com.au/the-tea-planter-s-wife-dinah-jefferies/ebook/9780241969564.html
9.78076E+12,The Legion (Eagles of the Empire 10),Simon Scarrow,ePUB,$12.99,$12.99,11-11-2010,Headline,448,https://www.booktopia.com.au/the-legion-eagles-of-the-empire-10--simon-scarrow/ebook/9780755357208.html
9.78057E+12,Ayoade on Top,Richard Ayoade,ePUB,$14.29,$12.99,03-09-2019,Faber & Faber,256,https://www.booktopia.com.au/ayoade-on-top-richard-ayoade/ebook/9780571339150.html
9.78058E+12,Rivers of London,Ben Aaronovitch,ePUB,$11.99,$11.99,10-01-2011,Orion,384,https://www.booktopia.com.au/rivers-of-london-ben-aaronovitch/ebook/9780575097599.html
9.78024E+12,Village Christmas,Laurie Lee,ePUB,$14.99,$14.99,05-11-2015,Penguin Books Ltd,200,https://www.booktopia.com.au/village-christmas-laurie-lee/ebook/9780241243688.html
9.78006E+12,Book Not Found,,,,,,,,
9.78141E+12,Into the Fire,Gregg Hurwitz,ePUB,$15.99,$15.99,20-02-2020,Penguin Books Ltd,400,https://www.booktopia.com.au/into-the-fire-gregg-hurwitz/ebook/9781405928571.html
9.78075E+12,The Bracelet,Fredrica Alleyn,ePUB,$16.99,$16.99,11-04-2013,Ebury Publishing,320,https://www.booktopia.com.au/the-bracelet-fredrica-alleyn/ebook/9780753549049.html
9.78014E+12,Belle,Lesley Pearse,ePUB,$15.99,$15.99,03-02-2011,Penguin Books Ltd,624,https://www.booktopia.com.au/belle-lesley-pearse/ebook/9780141964072.html
9.78014E+12,Book Not Found,,,,,,,,
9.78075E+12,Rafa,Rafael Nadal; John Carlin,ePUB,$12.99,$12.99,18-08-2011,"Little, Brown Book Group",320,https://www.booktopia.com.au/rafa-rafael-nadal/ebook/9780748129454.html
9.78014E+12,White Teeth,Zadie Smith,ePUB,$15.99,$15.99,25-01-2001,Penguin Books Ltd,560,https://www.booktopia.com.au/white-teeth-zadie-smith/ebook/9780141939230.html
9.7814E+12,You Are the Placebo,Dr. Joe Dispenza,ePUB,$27.86,$22.99,29-04-2014,Hay House,,https://www.booktopia.com.au/you-are-the-placebo-dr-joe-dispenza/ebook/9781401944865.html
9.78024E+12,An Almost Perfect Christmas,Nina Stibbe,ePUB,$15.99,$15.99,02-11-2017,Penguin Books Ltd,176,https://www.booktopia.com.au/an-almost-perfect-christmas-nina-stibbe/ebook/9780241981368.html
9.78137E+12,Book Not Found,,,,,,,,
9.78147E+12,The Children's Block,Otto B Kraus,ePUB,$15.99,$15.99,17-10-2019,Ebury Publishing,320,https://www.booktopia.com.au/the-children-s-block-otto-b-kraus/ebook/9781473573222.html
9.78024E+12,How Not to Be a Professional Racing Driver,Jason Plato,ePUB,$14.99,$14.99,19-09-2019,Penguin Books Ltd,304,https://www.booktopia.com.au/how-not-to-be-a-professional-racing-driver-jason-plato/ebook/9780241404171.html
9.78055E+12,1984,George Orwell,ePUB,$9.99,$9.99,03-09-2013,HarperCollins,,https://www.booktopia.com.au/1984-george-orwell/ebook/9780547249643.html
9.78054E+12,The Paleo Diet Revised,Loren Cordain,ePUB,$29.69,$23.99,27-02-2024,HarperCollins,288,https://www.booktopia.com.au/the-paleo-diet-revised-loren-cordain/ebook/9780544187610.html
